Date,Open,High,Low,Close,Adj Close,Volume
2001-12-10,0.398036,0.410536,0.396964,0.402500,0.342575,170010400
2001-12-11,0.404821,0.408036,0.386607,0.388929,0.331025,205475200
2001-12-12,0.390536,0.391429,0.379464,0.383750,0.326617,192460800
2001-12-13,0.383750,0.384821,0.366071,0.375000,0.319169,197842400
2001-12-14,0.370179,0.371964,0.358750,0.364107,0.309898,189884800
2001-12-17,0.364286,0.375000,0.360536,0.368214,0.313394,173712000
2001-12-18,0.373036,0.380893,0.361071,0.375179,0.319322,235239200
2001-12-19,0.367500,0.387143,0.365536,0.386071,0.328592,289956800
2001-12-20,0.382143,0.383393,0.368214,0.369107,0.314154,220864000
2001-12-21,0.375179,0.384643,0.371429,0.375000,0.319169,256334400
2001-12-24,0.373214,0.383036,0.373214,0.381429,0.324641,50629600
2001-12-26,0.381250,0.398214,0.377500,0.383750,0.326617,146400800
2001-12-27,0.385357,0.397321,0.385357,0.394107,0.335432,191508800
2001-12-28,0.392321,0.410714,0.392143,0.400536,0.340904,299124000
2001-12-31,0.401964,0.404643,0.389821,0.391071,0.332848,137782400
2002-01-02,0.393750,0.416071,0.392143,0.416071,0.354126,529496800
2002-01-03,0.410714,0.424107,0.406607,0.421071,0.358381,612007200
2002-01-04,0.416786,0.427679,0.410536,0.423036,0.360054,409976000
2002-01-07,0.423571,0.428571,0.406250,0.408929,0.348047,444584000
2002-01-08,0.406250,0.411607,0.401071,0.403750,0.343639,450038400
2002-01-09,0.407143,0.409464,0.380000,0.386607,0.329048,327835200
2002-01-10,0.378929,0.383214,0.361607,0.379107,0.322665,452737600
2002-01-11,0.381964,0.390000,0.367857,0.375893,0.319929,348801600
2002-01-14,0.375179,0.382143,0.373214,0.377679,0.321450,415996000
2002-01-15,0.380714,0.388571,0.378750,0.387500,0.329808,290320800
2002-01-16,0.382321,0.382321,0.366071,0.371071,0.315825,566893600
2002-01-17,0.392143,0.406071,0.390536,0.401429,0.341664,660576000
2002-01-18,0.392857,0.403571,0.392143,0.395893,0.336952,338811200
2002-01-22,0.397679,0.399464,0.389643,0.389643,0.331632,327314400
2002-01-23,0.389286,0.411429,0.385536,0.411071,0.349870,443279200
2002-01-24,0.409107,0.419821,0.408929,0.414464,0.352758,344002400
2002-01-25,0.408750,0.418214,0.404643,0.415179,0.353367,185914400
2002-01-28,0.417857,0.420536,0.405714,0.415536,0.353670,186446400
2002-01-29,0.414643,0.420357,0.408036,0.411964,0.350630,240324000
2002-01-30,0.411964,0.431071,0.409643,0.430179,0.366133,471576000
2002-01-31,0.431429,0.441607,0.430536,0.441429,0.375708,468445600
2002-02-01,0.434643,0.445714,0.434643,0.435893,0.370997,398305600
2002-02-04,0.434286,0.455714,0.432143,0.452679,0.385283,522373600
2002-02-05,0.448036,0.463929,0.447857,0.454464,0.386803,456887200
2002-02-06,0.457143,0.463929,0.431250,0.440536,0.374948,597576000
2002-02-07,0.440179,0.451607,0.430000,0.433929,0.369325,347832800
2002-02-08,0.435714,0.440000,0.417321,0.429107,0.365221,355331200
2002-02-11,0.427321,0.446429,0.423929,0.446071,0.379659,398602400
2002-02-12,0.440357,0.447143,0.436607,0.441250,0.375556,224280000
2002-02-13,0.441607,0.450714,0.440179,0.446607,0.380115,312872000
2002-02-14,0.447321,0.450536,0.435357,0.439286,0.373884,260170400
2002-02-15,0.438036,0.446071,0.425893,0.426786,0.363245,260187200
2002-02-19,0.424286,0.426250,0.401429,0.403929,0.343791,390258400
2002-02-20,0.406607,0.414286,0.399107,0.413036,0.351542,285443200
2002-02-21,0.409286,0.410714,0.383036,0.383929,0.326769,446751200
2002-02-22,0.386786,0.409821,0.383929,0.406071,0.345614,406476000
2002-02-25,0.408036,0.441429,0.399286,0.425179,0.361878,426848800
2002-02-26,0.426964,0.435179,0.415179,0.422679,0.359750,260131200
2002-02-27,0.427500,0.433036,0.373929,0.392143,0.333760,1030159200
2002-02-28,0.395536,0.403393,0.381250,0.387500,0.329808,456937600
2002-03-01,0.391607,0.419643,0.389643,0.418750,0.356406,348992000
2002-03-04,0.415357,0.438929,0.406429,0.433750,0.369173,348258400
2002-03-05,0.431250,0.436250,0.417857,0.420179,0.357622,274702400
2002-03-06,0.419286,0.434643,0.409464,0.429821,0.365829,226206400
2002-03-07,0.429643,0.438036,0.421607,0.435357,0.370540,258249600
2002-03-08,0.441786,0.448036,0.433929,0.440357,0.374796,269774400
2002-03-11,0.439286,0.448929,0.430357,0.447500,0.380875,262785600
2002-03-12,0.437679,0.441786,0.430357,0.441429,0.375708,254055200
2002-03-13,0.435179,0.443750,0.431250,0.437321,0.372212,200765600
2002-03-14,0.433929,0.439286,0.426250,0.436250,0.371300,217296800
2002-03-15,0.436786,0.445714,0.433036,0.445536,0.379204,240900800
2002-03-18,0.445536,0.447321,0.434286,0.441786,0.376012,304556000
2002-03-19,0.440893,0.451786,0.433929,0.443750,0.377684,242345600
2002-03-20,0.440357,0.448929,0.437500,0.445000,0.378748,294319200
2002-03-21,0.426071,0.433929,0.415357,0.433393,0.368869,616352800
2002-03-22,0.432500,0.438571,0.426250,0.430179,0.366133,202193600
2002-03-25,0.429821,0.430179,0.415000,0.416964,0.354886,262830400
2002-03-26,0.414286,0.422143,0.410714,0.418929,0.356558,257840800
2002-03-27,0.416964,0.423571,0.415357,0.419107,0.356710,127702400
2002-03-28,0.423214,0.426429,0.418929,0.422679,0.359750,108455200
2002-04-01,0.417500,0.441071,0.415714,0.436786,0.371757,199046400
2002-04-02,0.428571,0.433929,0.426250,0.429821,0.365829,203795200
2002-04-03,0.429464,0.437321,0.421429,0.424107,0.360965,214530400
2002-04-04,0.422679,0.447321,0.422679,0.444643,0.378444,338497600
2002-04-05,0.445536,0.449821,0.430357,0.441786,0.376012,278348000
2002-04-08,0.431429,0.440714,0.424643,0.438571,0.373276,261514400
2002-04-09,0.439107,0.446429,0.428750,0.430357,0.366285,191531200
2002-04-10,0.432321,0.445536,0.428750,0.440357,0.374796,224980000
2002-04-11,0.446964,0.450000,0.441964,0.443929,0.377836,407254400
2002-04-12,0.446607,0.449464,0.438750,0.447500,0.380875,320241600
2002-04-15,0.447500,0.449107,0.442857,0.446429,0.379964,299370400
2002-04-16,0.449107,0.464107,0.448571,0.459643,0.391211,614577600
2002-04-17,0.463036,0.467321,0.453214,0.466250,0.396834,396250400
2002-04-18,0.455357,0.455714,0.444286,0.453750,0.386195,401710400
2002-04-19,0.455179,0.455179,0.445179,0.446071,0.379659,375407200
2002-04-22,0.443571,0.445179,0.432679,0.438036,0.372820,269427200
2002-04-23,0.438214,0.442500,0.430179,0.433036,0.368565,233469600
2002-04-24,0.433929,0.437500,0.422857,0.424464,0.361269,140448000
2002-04-25,0.420714,0.434643,0.420536,0.430714,0.366589,194202400
2002-04-26,0.433571,0.435179,0.410714,0.410893,0.349719,304981600
2002-04-29,0.413571,0.429643,0.412321,0.427857,0.364157,272288800
2002-04-30,0.426607,0.435357,0.424107,0.433393,0.368869,280963200
2002-05-01,0.433750,0.433750,0.417143,0.428214,0.364461,214704000
2002-05-02,0.425179,0.434643,0.421429,0.423036,0.360054,239344000
2002-05-03,0.420893,0.428929,0.418393,0.419821,0.357317,230781600
2002-05-06,0.416964,0.419643,0.401071,0.404464,0.344247,249664800
2002-05-07,0.409643,0.409821,0.395357,0.401250,0.341511,242748800
2002-05-08,0.414286,0.437857,0.411429,0.435179,0.370389,436682400
2002-05-09,0.433036,0.434821,0.425000,0.431964,0.367653,224616000
2002-05-10,0.433750,0.433750,0.410357,0.416429,0.354430,235396000
2002-05-13,0.420000,0.430179,0.409643,0.427500,0.363853,265608000
2002-05-14,0.436607,0.458571,0.432500,0.457321,0.389234,526506400
2002-05-15,0.453036,0.463929,0.443571,0.451429,0.384219,335826400
2002-05-16,0.447500,0.454464,0.441964,0.450179,0.383156,227052000
2002-05-17,0.455179,0.460357,0.439464,0.446607,0.380115,236493600
2002-05-20,0.438750,0.445179,0.438036,0.441786,0.376012,269914400
2002-05-21,0.443393,0.446429,0.417857,0.418929,0.356558,280991200
2002-05-22,0.417321,0.435179,0.416429,0.434286,0.369629,290875200
2002-05-23,0.436607,0.450714,0.429821,0.449643,0.382699,369398400
2002-05-24,0.446250,0.446250,0.427857,0.431250,0.367045,166174400
2002-05-28,0.423036,0.432143,0.418393,0.428214,0.364461,149716000
2002-05-29,0.427143,0.436429,0.418750,0.428214,0.364461,221793600
2002-05-30,0.424464,0.435357,0.419821,0.432143,0.367805,196375200
2002-05-31,0.430179,0.433036,0.415714,0.416071,0.354126,365495200
2002-06-03,0.417679,0.418750,0.403214,0.409107,0.348198,235110400
2002-06-04,0.408571,0.411429,0.396071,0.406786,0.346223,347821600
2002-06-05,0.407679,0.407679,0.399107,0.405714,0.345311,277082400
2002-06-06,0.410000,0.414821,0.393571,0.395714,0.336800,259996800
2002-06-07,0.388571,0.391786,0.373750,0.382143,0.325249,612376800
2002-06-10,0.383571,0.390000,0.381071,0.383571,0.326464,277575200
2002-06-11,0.386429,0.387500,0.364464,0.365357,0.310962,349496000
2002-06-12,0.364464,0.370536,0.356071,0.358750,0.305339,528718400
2002-06-13,0.357500,0.358036,0.346071,0.348929,0.296980,352083200
2002-06-14,0.343571,0.363571,0.323393,0.358929,0.305491,424900000
2002-06-17,0.361429,0.368393,0.354464,0.366786,0.312178,324609600
2002-06-18,0.364643,0.367679,0.356786,0.359821,0.306250,353360000
2002-06-19,0.310179,0.314286,0.301429,0.305714,0.260199,1709467200
2002-06-20,0.306607,0.314286,0.300893,0.305536,0.260047,396636800
2002-06-21,0.303036,0.312321,0.299821,0.300893,0.256096,445177600
2002-06-24,0.299464,0.316607,0.298214,0.308393,0.262479,431933600
2002-06-25,0.310714,0.315714,0.301071,0.306071,0.260503,301201600
2002-06-26,0.300000,0.308750,0.285357,0.295536,0.251536,558952800
2002-06-27,0.299821,0.308393,0.293214,0.304643,0.259287,251658400
2002-06-28,0.305357,0.318214,0.303571,0.316429,0.269319,269858400
2002-07-01,0.316250,0.319286,0.304464,0.304643,0.259287,222689600
2002-07-02,0.304107,0.306429,0.300536,0.302500,0.257463,305188800
2002-07-03,0.300179,0.315714,0.299107,0.313393,0.266735,199029600
2002-07-05,0.316250,0.334821,0.316250,0.334643,0.284821,161649600
2002-07-08,0.330714,0.332321,0.315714,0.321607,0.273726,211204000
2002-07-09,0.323036,0.326607,0.311786,0.313036,0.266431,226749600
2002-07-10,0.316250,0.324464,0.308036,0.309286,0.263239,206880800
2002-07-11,0.308214,0.327679,0.303036,0.326786,0.278134,373676800
2002-07-12,0.331250,0.335536,0.308214,0.312679,0.266127,443492000
2002-07-15,0.311250,0.332143,0.300179,0.325536,0.277070,295993600
2002-07-16,0.324107,0.331607,0.314464,0.318929,0.271446,446768000
2002-07-17,0.288036,0.289286,0.271250,0.279107,0.237553,1215485600
2002-07-18,0.276786,0.277857,0.263393,0.267679,0.227826,559462400
2002-07-19,0.262500,0.270893,0.259464,0.267143,0.227370,385207200
2002-07-22,0.263393,0.271250,0.260893,0.266429,0.226763,430897600
2002-07-23,0.266071,0.270179,0.257857,0.258393,0.219923,399890400
2002-07-24,0.255893,0.271786,0.254464,0.271429,0.231018,406593600
2002-07-25,0.266607,0.266964,0.250179,0.256429,0.218251,479354400
2002-07-26,0.258214,0.259464,0.246429,0.256071,0.217947,207704000
2002-07-29,0.258571,0.269643,0.256607,0.268214,0.228282,274960000
2002-07-30,0.265179,0.276964,0.260000,0.275536,0.234514,354838400
2002-07-31,0.275000,0.275357,0.266071,0.272500,0.231930,310699200
2002-08-01,0.269821,0.275357,0.263036,0.264286,0.224939,228956000
2002-08-02,0.263214,0.267857,0.254464,0.258036,0.219619,179060000
2002-08-05,0.259107,0.262500,0.249464,0.249821,0.212627,204024800
2002-08-06,0.253750,0.271964,0.251429,0.263214,0.224026,272053600
2002-08-07,0.269464,0.274286,0.256250,0.268393,0.228434,333474400
2002-08-08,0.263750,0.274643,0.263750,0.273214,0.232537,227348800
2002-08-09,0.272321,0.272321,0.263393,0.267857,0.227978,205716000
2002-08-12,0.266071,0.268214,0.262321,0.267679,0.227826,179765600
2002-08-13,0.266071,0.271607,0.259821,0.260536,0.221747,269869600
2002-08-14,0.261964,0.274107,0.259643,0.270893,0.230562,399084000
2002-08-15,0.272321,0.281250,0.268036,0.278750,0.237249,322078400
2002-08-16,0.275893,0.287500,0.272857,0.282321,0.240289,245224000
2002-08-19,0.281786,0.290179,0.280714,0.285357,0.242873,216557600
2002-08-20,0.285179,0.287321,0.277321,0.284107,0.241809,186625600
2002-08-21,0.285893,0.290000,0.275893,0.287857,0.245000,202428800
2002-08-22,0.289286,0.290179,0.279643,0.285179,0.242721,258311200
2002-08-23,0.283929,0.284464,0.275893,0.280893,0.239073,163245600
2002-08-26,0.284821,0.284821,0.270714,0.277321,0.236033,189968800
2002-08-27,0.280536,0.281071,0.262679,0.265179,0.225699,262231200
2002-08-28,0.264286,0.270000,0.261607,0.262500,0.223419,247973600
2002-08-29,0.261607,0.269286,0.259107,0.262500,0.223419,164169600
2002-08-30,0.263036,0.270357,0.260357,0.263393,0.224179,193519200
2002-09-03,0.258750,0.259821,0.250893,0.250893,0.213540,276936800
2002-09-04,0.253571,0.263929,0.253036,0.258571,0.220075,420660800
2002-09-05,0.253929,0.256429,0.250893,0.253214,0.215515,226178400
2002-09-06,0.259107,0.261607,0.254107,0.256786,0.218555,181591200
2002-09-09,0.255000,0.259464,0.252679,0.256607,0.218403,158244800
2002-09-10,0.257321,0.258750,0.252143,0.255893,0.217795,249468800
2002-09-11,0.256071,0.260714,0.252679,0.255179,0.217187,202412000
2002-09-12,0.253571,0.259107,0.252143,0.252500,0.214907,269830400
2002-09-13,0.252321,0.256071,0.250893,0.253036,0.215364,282951200
2002-09-16,0.252500,0.260893,0.252143,0.258929,0.220379,286641600
2002-09-17,0.260179,0.268393,0.260179,0.264286,0.224939,427996800
2002-09-18,0.262321,0.269464,0.259286,0.268214,0.228282,328641600
2002-09-19,0.263393,0.264286,0.258571,0.260357,0.221595,205945600
2002-09-20,0.261071,0.266786,0.259286,0.265536,0.226003,352788800
2002-09-23,0.263571,0.267143,0.258036,0.265179,0.225699,263709600
2002-09-24,0.257143,0.264643,0.257143,0.261429,0.222507,250661600
2002-09-25,0.262321,0.270893,0.261607,0.266607,0.226914,254682400
2002-09-26,0.269643,0.271250,0.259821,0.262500,0.223419,208644800
2002-09-27,0.258750,0.265179,0.258571,0.262857,0.223722,206152800
2002-09-30,0.257143,0.260179,0.252500,0.258929,0.220379,237697600
2002-10-01,0.260536,0.260714,0.250000,0.259107,0.220531,342423200
2002-10-02,0.255893,0.261250,0.251786,0.253036,0.215364,229348000
2002-10-03,0.253214,0.260714,0.251071,0.255357,0.217339,217896000
2002-10-04,0.256429,0.257143,0.249821,0.250536,0.213236,190825600
2002-10-07,0.249464,0.253750,0.245714,0.245893,0.209284,244697600
2002-10-08,0.248214,0.249286,0.238571,0.244286,0.207916,453644800
2002-10-09,0.241786,0.247321,0.239464,0.242679,0.206549,356686400
2002-10-10,0.243393,0.253929,0.242500,0.251964,0.214451,321574400
2002-10-11,0.254464,0.263929,0.251786,0.259107,0.220531,294677600
2002-10-14,0.259821,0.267500,0.257857,0.263750,0.224482,194404000
2002-10-15,0.271786,0.272321,0.263929,0.270714,0.230410,405518400
2002-10-16,0.265357,0.270179,0.248214,0.260000,0.221291,307624800
2002-10-17,0.253750,0.256786,0.249643,0.251964,0.214451,469296800
2002-10-18,0.250000,0.256250,0.248750,0.256071,0.217947,288299200
2002-10-21,0.254643,0.261250,0.250000,0.260000,0.221291,238520800
2002-10-22,0.258393,0.265714,0.254643,0.262500,0.223419,218148000
2002-10-23,0.261250,0.267500,0.258929,0.265714,0.226154,209036800
2002-10-24,0.268214,0.271607,0.259821,0.262321,0.223266,174748000
2002-10-25,0.262321,0.275893,0.260536,0.275357,0.234362,279070400
2002-10-28,0.277679,0.284821,0.272321,0.278750,0.237249,349300000
2002-10-29,0.278036,0.283571,0.267143,0.275714,0.234665,259179200
2002-10-30,0.276607,0.292321,0.276429,0.285357,0.242873,270676000
2002-10-31,0.285536,0.293571,0.284286,0.286964,0.244240,295836800
2002-11-01,0.284643,0.294643,0.283750,0.292143,0.248648,189828800
2002-11-04,0.294643,0.310357,0.291964,0.301607,0.256703,376818400
2002-11-05,0.299107,0.302857,0.291964,0.301786,0.256856,210694400
2002-11-06,0.305000,0.309286,0.298214,0.307500,0.261719,216389600
2002-11-07,0.302500,0.305357,0.282321,0.285714,0.243176,336179200
2002-11-08,0.285893,0.289286,0.277143,0.282857,0.240745,190064000
2002-11-11,0.281071,0.283750,0.270000,0.270714,0.230410,152975200
2002-11-12,0.273571,0.286429,0.272857,0.279286,0.237705,223792800
2002-11-13,0.276786,0.286964,0.272857,0.278393,0.236945,231739200
2002-11-14,0.283929,0.293036,0.281786,0.291071,0.247736,141713600
2002-11-15,0.289821,0.290000,0.281429,0.284821,0.242416,160994400
2002-11-18,0.289107,0.289286,0.277143,0.279464,0.237857,164578400
2002-11-19,0.277679,0.281250,0.268036,0.272679,0.232082,210952000
2002-11-20,0.273214,0.280357,0.272321,0.277321,0.236033,208740000
2002-11-21,0.283929,0.293571,0.281250,0.291964,0.248496,418482400
2002-11-22,0.287321,0.291071,0.283929,0.285893,0.243329,227858400
2002-11-25,0.286250,0.288214,0.280536,0.285179,0.242721,199427200
2002-11-26,0.283036,0.283929,0.272679,0.275179,0.234210,240262400
2002-11-27,0.278571,0.283214,0.275893,0.280714,0.238921,286798400
2002-11-29,0.281964,0.283571,0.275179,0.276786,0.235578,143432800
2002-12-02,0.283929,0.287500,0.268036,0.271071,0.230713,398742400
2002-12-03,0.271429,0.273929,0.269643,0.270714,0.230410,227869600
2002-12-04,0.271071,0.271250,0.258929,0.267321,0.227522,325757600
2002-12-05,0.268393,0.269286,0.259464,0.261250,0.222355,243398400
2002-12-06,0.261607,0.271250,0.259286,0.266964,0.227218,245358400
2002-12-09,0.266786,0.266964,0.261964,0.263393,0.224179,236084800
2002-12-10,0.263393,0.275893,0.263036,0.272857,0.232234,308610400
2002-12-11,0.273214,0.276607,0.269286,0.276607,0.235425,253500800
2002-12-12,0.276964,0.277679,0.268036,0.271250,0.230866,149340800
2002-12-13,0.270357,0.270536,0.261607,0.264107,0.224786,164780000
2002-12-16,0.264464,0.269643,0.260893,0.265179,0.225699,251624800
2002-12-17,0.265179,0.271250,0.261786,0.269286,0.229194,222661600
2002-12-18,0.264286,0.265357,0.258929,0.260179,0.221443,150701600
2002-12-19,0.259464,0.266429,0.251786,0.253571,0.215819,347519200
2002-12-20,0.255179,0.260000,0.246071,0.252500,0.214907,318096800
2002-12-23,0.252857,0.259821,0.252143,0.258750,0.220227,125826400
2002-12-24,0.257857,0.258393,0.255357,0.256429,0.218251,39340000
2002-12-26,0.257500,0.264464,0.255000,0.257143,0.218859,85422400
2002-12-27,0.255536,0.256786,0.250179,0.251071,0.213691,80035200
2002-12-30,0.251429,0.252679,0.247143,0.251250,0.213844,155041600
2002-12-31,0.250000,0.256429,0.249107,0.255893,0.217795,200726400
2003-01-02,0.256429,0.266429,0.256250,0.264286,0.224939,181428800
2003-01-03,0.264286,0.266607,0.260536,0.266071,0.226458,147453600
2003-01-06,0.268393,0.274643,0.265714,0.266071,0.226458,390532800
2003-01-07,0.264107,0.267857,0.258393,0.265179,0.225699,342344800
2003-01-08,0.260357,0.262679,0.257857,0.259821,0.221138,229644800
2003-01-09,0.261071,0.266429,0.258929,0.262143,0.223115,215252800
2003-01-10,0.260357,0.264643,0.258750,0.262857,0.223722,175100800
2003-01-13,0.266071,0.266071,0.256429,0.261250,0.222355,178942400
2003-01-14,0.262321,0.264643,0.258750,0.260893,0.222051,186860800
2003-01-15,0.260536,0.262500,0.254643,0.257679,0.219315,371128800
2003-01-16,0.253750,0.263571,0.253750,0.261071,0.222202,559070400
2003-01-17,0.260000,0.260000,0.251429,0.251786,0.214300,266761600
2003-01-21,0.253750,0.257321,0.250000,0.250357,0.213083,253456000
2003-01-22,0.249643,0.252679,0.246429,0.247857,0.210956,215140800
2003-01-23,0.250893,0.256429,0.249107,0.253036,0.215364,228256000
2003-01-24,0.254286,0.254286,0.242143,0.246429,0.209740,305468800
2003-01-27,0.244286,0.258929,0.243750,0.252321,0.214755,391406400
2003-01-28,0.254286,0.262321,0.252857,0.260357,0.221595,286255200
2003-01-29,0.259821,0.269643,0.255357,0.266607,0.226914,373044000
2003-01-30,0.267500,0.269107,0.255179,0.255714,0.217643,407058400
2003-01-31,0.253393,0.259821,0.250893,0.256429,0.218251,341224800
2003-02-03,0.257321,0.266250,0.256250,0.261786,0.222811,264784800
2003-02-04,0.258036,0.261607,0.255536,0.260714,0.221898,317413600
2003-02-05,0.262679,0.266607,0.257857,0.258036,0.219619,221614400
2003-02-06,0.256429,0.260536,0.253929,0.257679,0.219315,179149600
2003-02-07,0.259821,0.260714,0.251250,0.252679,0.215060,269701600
2003-02-10,0.254643,0.260179,0.251071,0.256250,0.218099,167888000
2003-02-11,0.258929,0.261250,0.253571,0.256250,0.218099,164780000
